show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s01328,TV Show,Untitled Series 444,Director 171,"Actor 304, Actor 431, Actor 127","United States, Germany",2015-10-13,1953,TV-Y,1 Season,Romantic TV Shows,"In a world on the brink of collapse, one person holds the key to salvation.",2015,10,Oct,,1.0,United States,Romantic TV Shows,62.0,1,0,1,3,Pre-1980s,Kids
s01329,Movie,Untitled Film 26,David Fincher,"Actor 453, Actor 224, Actor 7, Actor 108, Takuya Kimura",South Korea,2016-01-23,2012,PG-13,171 min,"International Movies, Stand-Up Comedy, Action & Adventure","In a world on the brink of collapse, one person holds the key to salvation.",2016,1,Jan,171.0,,South Korea,International Movies,4.0,0,1,3,5,2010s,Teens
s01330,Movie,Untitled Film 5799,Greta Gerwig,"Actor 246, Actor 272, Actor 458, Actor 397, Actor 443, Actor 109, Actor 15",United States,2010-10-31,2015,R,144 min,LGBTQ Movies,"When the rules no longer apply, how far will you go to protect what you love?",2010,10,Oct,144.0,,United States,LGBTQ Movies,0.0,0,0,1,7,2010s,Adults
s01331,TV Show,Untitled Series 884,Director 31,"Actor 96, Actor 127, Actor 77, Actor 205, Actor 433",United States,2020-07-17,1953,TV-MA,1 Season,Kids' TV,Ancient myths intertwine with modern life in this visually stunning epic.,2020,7,Jul,,1.0,United States,Kids' TV,67.0,0,0,1,5,Pre-1980s,Adults
s01332,TV Show,Untitled Series 2328,Director 51,"Antonio Banderas, Actor 262, Actor 169, Anupam Kher, Actor 407",United Kingdom,2019-01-21,1997,TV-Y7,1 Season,"TV Sci-Fi & Fantasy, Classic & Cult TV",A gripping story of survival and redemption set against breathtaking landscapes.,2019,1,Jan,,1.0,United Kingdom,TV Sci-Fi & Fantasy,22.0,0,1,2,5,1990s,Kids
s01333,TV Show,Untitled Series 1190,Ron Howard,"Actor 408, Actor 448, Actor 224",Japan,2008-05-01,1998,TV-MA,1 Season,Anime Series,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2008,5,May,,1.0,Japan,Anime Series,10.0,0,0,1,3,1990s,Adults
s01334,Movie,Untitled Film 318,Alejandro G. Inarritu,"Actor 37, Actor 121, Actor 344",United States,2012-12-29,2003,PG-13,81 min,International Movies,"When the rules no longer apply, how far will you go to protect what you love?",2012,12,Dec,81.0,,United States,International Movies,9.0,0,0,1,3,2000s,Teens
s01335,Movie,Untitled Film 1556,Director 50,"Actor 488, Actor 162, Actor 308, Scarlett Johansson, Actor 266",Japan,2021-09-29,2000,TV-MA,182 min,"Thrillers, Documentaries","Secrets buried for decades resurface, threatening to destroy everything.",2021,9,Sep,182.0,,Japan,Thrillers,21.0,0,1,2,5,2000s,Adults
s01336,Movie,Untitled Film 1705,Director 157,"Actor 230, Actor 385, Actor 88",Australia,2018-03-11,1966,PG,137 min,Classic Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2018,3,Mar,137.0,,Australia,Classic Movies,52.0,0,0,1,3,Pre-1980s,Teens
s01337,Movie,Untitled Film 2272,Director 15,"Actor 40, Actor 222, Actor 196",China,2016-06-30,1951,PG-13,67 min,Documentaries,"In a world on the brink of collapse, one person holds the key to salvation.",2016,6,Jun,67.0,,China,Documentaries,65.0,0,0,1,3,Pre-1980s,Teens
s01338,Movie,Untitled Film 5498,Director 8,"Actor 209, Actor 25, Actor 264, Penelope Cruz, Actor 121",Argentina,2015-03-24,2018,PG-13,134 min,"Independent Movies, Horror Movies","In a world on the brink of collapse, one person holds the key to salvation.",2015,3,Mar,134.0,,Argentina,Independent Movies,0.0,0,1,2,5,2010s,Teens
s01339,TV Show,Untitled Series 341,Unknown,"Actor 453, Actor 159, Actor 100",United States,2011-02-11,1966,TV-MA,1 Season,Kids' TV,"In a world on the brink of collapse, one person holds the key to salvation.",2011,2,Feb,,1.0,United States,Kids' TV,45.0,0,0,1,3,Pre-1980s,Adults
s01340,Movie,Untitled Film 3290,Director 5,"Actor 11, Actor 198, Actor 102, Actor 214, Actor 138, Actor 490, Actor 24",India,2008-02-10,2000,TV-MA,157 min,Cult Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2008,2,Feb,157.0,,India,Cult Movies,8.0,0,0,1,7,2000s,Adults
s01341,Movie,Untitled Film 1202,Director 131,"Actor 476, Actor 64, Actor 41","France, Philippines",2013-05-14,1981,PG-13,71 min,International Movies,A detective must race against time to solve a series of mysterious disappearances.,2013,5,May,71.0,,France,International Movies,32.0,1,0,1,3,1980s,Teens
s01342,TV Show,Untitled Series 2352,Director 146,"Actor 482, Actor 43, Actor 355",United States,2015-08-21,1998,TV-14,2 Seasons,Spanish-Language TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2015,8,Aug,,2.0,United States,Spanish-Language TV Shows,17.0,0,0,1,3,1990s,Teens
s01343,Movie,Untitled Film 5920,Director 172,"Actor 200, Actor 117, Actor 217",South Korea,2013-02-01,1950,TV-MA,175 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.,2013,2,Feb,175.0,,South Korea,Independent Movies,63.0,0,0,1,3,Pre-1980s,Adults
s01344,Movie,Untitled Film 6368,Director 86,Unknown,United States,2017-11-22,1986,NR,196 min,"Stand-Up Comedy, Cult Movies","Love, loss, and laughter collide in this heartwarming family drama.",2017,11,Nov,196.0,,United States,Stand-Up Comedy,31.0,0,1,2,0,1980s,Adults
s01345,TV Show,Untitled Series 2486,Director 155,"Actor 37, Actor 330, Actor 159, Actor 460, Actor 406",United States,2019-03-11,2004,TV-MA,3 Seasons,International TV Shows,"In a world on the brink of collapse, one person holds the key to salvation.",2019,3,Mar,,3.0,United States,International TV Shows,15.0,0,0,1,5,2000s,Adults
s01346,Movie,Untitled Film 4500,Director 177,"Actor 39, Actor 137, Actor 113, Actor 229, Actor 48",South Korea,2009-03-26,2002,NR,82 min,"Independent Movies, Sports Movies","When the rules no longer apply, how far will you go to protect what you love?",2009,3,Mar,82.0,,South Korea,Independent Movies,7.0,0,1,2,5,2000s,Adults
s01347,TV Show,Untitled Series 1779,Director 23,"Actor 104, Actor 342, Actor 137, Actor 51, Actor 119",India,2015-07-09,1981,TV-14,1 Season,Romantic TV Shows,"Secrets buried for decades resurface, threatening to destroy everything.",2015,7,Jul,,1.0,India,Romantic TV Shows,34.0,0,0,1,5,1980s,Teens
s01348,TV Show,Untitled Series 2069,David Fincher,Unknown,"India, France",2021-08-06,1989,TV-MA,1 Season,"Talk Shows & Variety, British TV Shows","Love, loss, and laughter collide in this heartwarming family drama.",2021,8,Aug,,1.0,India,Talk Shows & Variety,32.0,1,1,2,0,1980s,Adults
s01349,TV Show,Untitled Series 2173,Director 84,"Actor 492, Actor 367, Actor 191",Hong Kong,2009-08-22,1976,TV-PG,2 Seasons,TV Thrillers,"When the rules no longer apply, how far will you go to protect what you love?",2009,8,Aug,,2.0,Hong Kong,TV Thrillers,33.0,0,0,1,3,Pre-1980s,Teens
s01350,TV Show,Untitled Series 1026,Director 198,"Actor 193, Actor 120, Actor 20, Actor 74, Actor 78, Actor 259, Actor 9",United States,2017-04-04,1993,TV-PG,1 Season,"Korean TV Shows, Docuseries",Ancient myths intertwine with modern life in this visually stunning epic.,2017,4,Apr,,1.0,United States,Korean TV Shows,24.0,0,1,2,7,1990s,Teens
s01351,Movie,Untitled Film 2362,Director 97,"Actor 264, Actor 301, Actor 331",Hong Kong,2016-04-09,1958,PG-13,107 min,Thrillers,A single decision ripples through generations in this powerful generational saga.,2016,4,Apr,107.0,,Hong Kong,Thrillers,58.0,0,0,1,3,Pre-1980s,Teens
s01352,Movie,Untitled Film 5474,Director 103,"Actor 414, Actor 141, Actor 146",Germany,2017-03-18,1983,PG-13,160 min,Faith & Spirituality,"Secrets buried for decades resurface, threatening to destroy everything.",2017,3,Mar,160.0,,Germany,Faith & Spirituality,34.0,0,0,1,3,1980s,Teens
s01353,TV Show,Untitled Series 1475,Director 80,"Actor 319, Actor 90, Actor 124","India, United States",2017-04-08,1966,TV-MA,4 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",A detective must race against time to solve a series of mysterious disappearances.,2017,4,Apr,,4.0,India,TV Dramas,51.0,1,1,2,3,Pre-1980s,Adults
s01354,TV Show,Untitled Series 1802,Director 122,"Actor 241, Actor 253, Actor 119, Actor 52, Actor 112",United States,2015-03-02,1952,TV-PG,5 Seasons,"TV Mysteries, TV Sci-Fi & Fantasy",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2015,3,Mar,,5.0,United States,TV Mysteries,63.0,0,1,2,5,Pre-1980s,Teens
s01355,Movie,Untitled Film 1488,Director 61,"Actor 452, Actor 118, Actor 360, Actor 97, Actor 276, Actor 31, Actor 447",United States,2020-05-03,1950,NR,97 min,Thrillers,"In a world on the brink of collapse, one person holds the key to salvation.",2020,5,May,97.0,,United States,Thrillers,70.0,0,0,1,7,Pre-1980s,Adults
s01356,Movie,Untitled Film 1061,Director 138,"Actor 137, Actor 35, Actor 254, Actor 302, Actor 43",United Kingdom,2011-03-25,1981,PG-13,83 min,"Independent Movies, Sports Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2011,3,Mar,83.0,,United Kingdom,Independent Movies,30.0,0,1,2,5,1980s,Teens
s01357,TV Show,Untitled Series 1793,Director 1,"Actor 119, Actor 133, Actor 5",South Korea,2019-09-01,2004,TV-MA,1 Season,"TV Dramas, Romantic TV Shows","Secrets buried for decades resurface, threatening to destroy everything.",2019,9,Sep,,1.0,South Korea,TV Dramas,15.0,0,1,2,3,2000s,Adults
s01358,Movie,Untitled Film 2162,Director 165,"Actor 440, Actor 368, Actor 1",United States,2020-03-07,1976,PG-13,92 min,"LGBTQ Movies, Horror Movies, Independent Movies",A single decision ripples through generations in this powerful generational saga.,2020,3,Mar,92.0,,United States,LGBTQ Movies,44.0,0,1,3,3,Pre-1980s,Teens
s01359,TV Show,Untitled Series 321,Director 197,"Actor 114, Actor 2, Actor 357, Actor 407, Actor 264, Actor 31, Actor 94",China,2013-09-05,1986,TV-14,3 Seasons,"Reality TV, Anime Series, Korean TV Shows",An unlikely friendship forms between two strangers in extraordinary circumstances.,2013,9,Sep,,3.0,China,Reality TV,27.0,0,1,3,7,1980s,Teens
s01360,TV Show,Untitled Series 851,Director 47,"Actor 464, Actor 331, Actor 39",Sweden,2009-09-26,1963,TV-Y7,1 Season,"TV Dramas, TV Action & Adventure","When the rules no longer apply, how far will you go to protect what you love?",2009,9,Sep,,1.0,Sweden,TV Dramas,46.0,0,1,2,3,Pre-1980s,Kids
s01361,TV Show,Untitled Series 2057,Director 42,"Actor 334, Actor 393, Actor 372",Spain,2009-07-12,1957,TV-PG,2 Seasons,"British TV Shows, TV Comedies, TV Action & Adventure",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2009,7,Jul,,2.0,Spain,British TV Shows,52.0,0,1,3,3,Pre-1980s,Teens
s01362,Movie,Untitled Film 4243,Ron Howard,"Viola Davis, Actor 83, Actor 390",South Korea,2018-04-10,1990,PG-13,86 min,"Classic Movies, Independent Movies","Secrets buried for decades resurface, threatening to destroy everything.",2018,4,Apr,86.0,,South Korea,Classic Movies,28.0,0,1,2,3,1990s,Teens
s01363,Movie,Untitled Film 865,Director 91,"Actor 83, Actor 392, Actor 187, Actor 473, Actor 424",India,2010-01-17,1954,NR,184 min,Cult Movies,"When the rules no longer apply, how far will you go to protect what you love?",2010,1,Jan,184.0,,India,Cult Movies,56.0,0,0,1,5,Pre-1980s,Adults
s01364,Movie,Untitled Film 3439,Director 121,"Actor 184, Actor 181, Actor 141, Actor 401, Actor 45",United States,2018-07-17,1999,TV-14,192 min,"Dramas, Classic Movies",A gripping story of survival and redemption set against breathtaking landscapes.,2018,7,Jul,192.0,,United States,Dramas,19.0,0,1,2,5,1990s,Teens
s01365,Movie,Untitled Film 4357,Director 85,"Actor 356, Actor 230, Actor 351, Actor 223, Actor 231",United States,2009-07-02,1994,PG-13,113 min,"Faith & Spirituality, LGBTQ Movies",A detective must race against time to solve a series of mysterious disappearances.,2009,7,Jul,113.0,,United States,Faith & Spirituality,15.0,0,1,2,5,1990s,Teens
s01366,Movie,Untitled Film 1268,Alejandro G. Inarritu,"Actor 252, Actor 413, Actor 416, Actor 474, Actor 191",United States,2018-10-23,1992,PG-13,159 min,Romantic Movies,A gripping story of survival and redemption set against breathtaking landscapes.,2018,10,Oct,159.0,,United States,Romantic Movies,26.0,0,0,1,5,1990s,Teens
s01367,Movie,Untitled Film 6424,Director 83,"Actor 205, Actor 239, Actor 302, Actor 49, Actor 357",United States,2012-01-04,2011,PG-13,191 min,"Dramas, Horror Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2012,1,Jan,191.0,,United States,Dramas,1.0,0,1,2,5,2010s,Teens
s01368,Movie,Untitled Film 4206,Director 21,"Tom Hanks, Actor 461, Actor 106, Denzel Washington, Actor 445, Actor 207, Actor 148",India,2008-02-06,2019,TV-PG,154 min,"Sports Movies, Faith & Spirituality, Sci-Fi & Fantasy",An unlikely friendship forms between two strangers in extraordinary circumstances.,2008,2,Feb,154.0,,India,Sports Movies,0.0,0,1,3,7,2010s,Teens
s01369,Movie,Untitled Film 6189,Director 23,Unknown,United States,2018-10-13,2014,PG-13,188 min,"International Movies, Sci-Fi & Fantasy",An unlikely friendship forms between two strangers in extraordinary circumstances.,2018,10,Oct,188.0,,United States,International Movies,4.0,0,1,2,0,2010s,Teens
s01370,Movie,Untitled Film 563,Director 98,"Actor 31, Actor 335, Actor 473",Canada,2012-05-03,1987,NR,72 min,"Sci-Fi & Fantasy, Sports Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2012,5,May,72.0,,Canada,Sci-Fi & Fantasy,25.0,0,1,2,3,1980s,Adults
s01371,TV Show,Untitled Series 1719,Director 84,"Actor 386, Actor 390, Actor 444",United Kingdom,2016-06-08,1996,TV-PG,6 Seasons,"TV Dramas, TV Horror","When the rules no longer apply, how far will you go to protect what you love?",2016,6,Jun,,6.0,United Kingdom,TV Dramas,20.0,0,1,2,3,1990s,Teens
s01372,Movie,Untitled Film 1559,Director 183,"Actor 119, Actor 366, Actor 351, Actor 178, Actor 447, Actor 183, Actor 164",United States,2016-03-22,1969,NR,133 min,Comedies,"In a world on the brink of collapse, one person holds the key to salvation.",2016,3,Mar,133.0,,United States,Comedies,47.0,0,0,1,7,Pre-1980s,Adults
s01373,Movie,Untitled Film 6191,Director 35,"Actor 94, Actor 320, Actor 482, Actor 95, Actor 62","South Korea, United States",2016-02-12,1986,R,126 min,"Classic Movies, Dramas, Action & Adventure",A gripping story of survival and redemption set against breathtaking landscapes.,2016,2,Feb,126.0,,South Korea,Classic Movies,30.0,1,1,3,5,1980s,Adults
s01374,Movie,Untitled Film 3215,Director 26,"Actor 457, Actor 322, Actor 444, Actor 186, Actor 203","United States, Hong Kong",2015-10-27,2021,PG-13,98 min,LGBTQ Movies,"When the rules no longer apply, how far will you go to protect what you love?",2015,10,Oct,98.0,,United States,LGBTQ Movies,0.0,1,0,1,5,2020s,Teens
s01375,TV Show,Untitled Series 817,Director 182,"Actor 226, Actor 495, Actor 401","Japan, Philippines",2017-01-13,2010,TV-Y,1 Season,"TV Horror, TV Mysteries, Kids' TV",A detective must race against time to solve a series of mysterious disappearances.,2017,1,Jan,,1.0,Japan,TV Horror,7.0,1,1,3,3,2010s,Kids
s01376,Movie,Untitled Film 1665,Director 172,"Actor 295, Actor 380, Actor 319, Actor 248, Actor 148",Indonesia,2017-02-21,2004,TV-PG,83 min,"Sports Movies, Documentaries, Stand-Up Comedy",A gripping story of survival and redemption set against breathtaking landscapes.,2017,2,Feb,83.0,,Indonesia,Sports Movies,13.0,0,1,3,5,2000s,Teens
s01377,Movie,Untitled Film 245,Director 123,Unknown,"United States, Mexico",2016-06-15,1952,R,96 min,"Children & Family Movies, Romantic Movies",A detective must race against time to solve a series of mysterious disappearances.,2016,6,Jun,96.0,,United States,Children & Family Movies,64.0,1,1,2,0,Pre-1980s,Adults
s01378,Movie,Untitled Film 902,Director 80,"Actor 200, Actor 368, Actor 183, Yoon Kye-sang, Actor 69, Actor 37, Actor 36","United States, Poland",2012-06-11,1980,TV-14,162 min,"Faith & Spirituality, Dramas","When the rules no longer apply, how far will you go to protect what you love?",2012,6,Jun,162.0,,United States,Faith & Spirituality,32.0,1,1,2,7,1980s,Teens
s01379,TV Show,Untitled Series 2381,Director 17,"Actor 214, Actor 321, Actor 263, Actor 44, Actor 162",India,2014-12-12,2018,TV-14,1 Season,"TV Dramas, Kids' TV",A gripping story of survival and redemption set against breathtaking landscapes.,2014,12,Dec,,1.0,India,TV Dramas,0.0,0,1,2,5,2010s,Teens
s01380,Movie,Untitled Film 5749,Director 137,Unknown,"India, Turkey",2016-10-31,1971,TV-MA,116 min,"Comedies, Documentaries",A detective must race against time to solve a series of mysterious disappearances.,2016,10,Oct,116.0,,India,Comedies,45.0,1,1,2,0,Pre-1980s,Adults
s01381,TV Show,Untitled Series 1727,Director 38,"Om Puri, Actor 333, Actor 203, Actor 53, Actor 68",Italy,2014-10-18,2008,TV-MA,2 Seasons,Korean TV Shows,"When the rules no longer apply, how far will you go to protect what you love?",2014,10,Oct,,2.0,Italy,Korean TV Shows,6.0,0,0,1,5,2000s,Adults
s01382,Movie,Untitled Film 5488,Director 47,"Actor 74, Actor 105, Actor 293, Actor 121, Actor 410, Actor 216, Actor 463",Japan,2012-07-19,2007,R,122 min,"Cult Movies, International Movies, Action & Adventure",Ancient myths intertwine with modern life in this visually stunning epic.,2012,7,Jul,122.0,,Japan,Cult Movies,5.0,0,1,3,7,2000s,Adults
s01383,Movie,Untitled Film 3463,Director 111,"Actor 199, Actor 396, Actor 219, Actor 420, Actor 344, Actor 3, Actor 67",United States,2016-12-05,1966,TV-MA,182 min,"Independent Movies, Horror Movies",A single decision ripples through generations in this powerful generational saga.,2016,12,Dec,182.0,,United States,Independent Movies,50.0,0,1,2,7,Pre-1980s,Adults
s01384,Movie,Untitled Film 1372,Director 149,"Actor 384, Actor 65, Actor 382",India,2019-07-19,1951,R,100 min,"Classic Movies, Horror Movies, Anime Features","When the rules no longer apply, how far will you go to protect what you love?",2019,7,Jul,100.0,,India,Classic Movies,68.0,0,1,3,3,Pre-1980s,Adults
