show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s02550,Movie,Untitled Film 2929,Director 51,"Actor 230, Actor 437, Actor 347, Actor 344, Actor 315",United States,"October 18, 2013",1951,R,159 min,Stand-Up Comedy,A detective must race against time to solve a series of mysterious disappearances.
s02551,Movie,Untitled Film 5582,Director 64,"Actor 183, Cate Blanchett, Actor 47, Actor 457, Actor 372","United States, Australia","October 30, 2013",2013,G,72 min,"Horror Movies, Sci-Fi & Fantasy",A gripping story of survival and redemption set against breathtaking landscapes.
s02552,Movie,Untitled Film 1930,Director 63,"Actor 216, Actor 255, Actor 250, Actor 208, Actor 3","Nigeria, Thailand","February 09, 2018",1958,PG,190 min,Faith & Spirituality,"In a world on the brink of collapse, one person holds the key to salvation."
s02553,TV Show,Untitled Series 1879,Director 130,"Actor 243, Tom Hanks, Actor 286, Actor 412, Actor 372, Actor 25, Actor 440",United States,"December 18, 2011",1985,TV-MA,5 Seasons,"Anime Series, Docuseries",A single decision ripples through generations in this powerful generational saga.
s02554,Movie,Untitled Film 2481,Director 173,"Actor 65, Actor 327, Actor 394, Actor 103, Actor 391, Actor 138, Actor 44",United States,"May 01, 2020",2008,NR,172 min,"Romantic Movies, Independent Movies",A single decision ripples through generations in this powerful generational saga.
s02555,Movie,Untitled Film 1885,Director 188,"Actor 413, Actor 403, Actor 101",United States,"October 31, 2012",1959,TV-MA,195 min,"Stand-Up Comedy, Independent Movies","In a world on the brink of collapse, one person holds the key to salvation."
s02556,TV Show,Untitled Series 2204,Pedro Almodovar,"Actor 162, Actor 297, Actor 453, Actor 163, Actor 106",Spain,"October 26, 2016",1972,TV-14,2 Seasons,TV Horror,"When the rules no longer apply, how far will you go to protect what you love?"
s02557,Movie,Untitled Film 3568,Director 105,"Actor 345, Actor 449, Actor 122, Actor 319, Actor 445",India,"December 09, 2017",1961,TV-14,70 min,"Horror Movies, Romantic Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s02558,Movie,Untitled Film 4859,Director 30,"Actor 222, Actor 235, Actor 327, Actor 253, Actor 109",Denmark,"March 29, 2012",1987,R,188 min,"Sports Movies, Action & Adventure, Comedies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s02559,Movie,Untitled Film 4206,Ava DuVernay,"Shah Rukh Khan, Actor 439, Actor 4, Actor 423, Actor 445",Indonesia,"September 08, 2020",1992,G,107 min,"Music & Musicals, Romantic Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s02560,Movie,Untitled Film 760,Director 48,"Actor 308, Denzel Washington, Actor 206",United States,"May 28, 2012",1974,TV-G,160 min,"Thrillers, Faith & Spirituality, Horror Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s02561,Movie,Untitled Film 785,Director 123,"Actor 344, Actor 437, Actor 460, Actor 21, Actor 216",United States,"May 06, 2015",1958,PG-13,101 min,Sports Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s02562,Movie,Untitled Film 3475,Director 41,"Actor 199, Actor 315, Actor 291, Actor 357, Actor 375, Actor 175, Actor 383",United States,"March 08, 2012",1955,TV-MA,196 min,"LGBTQ Movies, Faith & Spirituality, Thrillers",Ancient myths intertwine with modern life in this visually stunning epic.
s02563,Movie,Untitled Film 3515,Director 102,"Actor 9, Actor 391, Actor 176, Actor 113, Actor 400, Actor 437, Actor 175",China,"December 30, 2014",1989,PG-13,120 min,"International Movies, Independent Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s02564,Movie,Untitled Film 1115,Director 40,"Actor 327, Actor 29, Actor 419, Actor 472, Actor 151, Actor 39, Actor 190","Japan, United Kingdom","January 03, 2010",1972,R,135 min,"Documentaries, Action & Adventure",An unlikely friendship forms between two strangers in extraordinary circumstances.
s02565,Movie,Untitled Film 115,Raul Campos,"Actor 354, Actor 335, Actor 283, Actor 479, Actor 414",Spain,"April 21, 2012",1955,PG,115 min,Anime Features,A gripping story of survival and redemption set against breathtaking landscapes.
s02566,TV Show,Untitled Series 1560,Director 56,"Actor 254, Actor 408, Takuya Kimura, Actor 59, Actor 183",United States,"September 09, 2008",1950,TV-G,2 Seasons,Anime Series,"Love, loss, and laughter collide in this heartwarming family drama."
s02567,Movie,Untitled Film 3374,Director 61,"Actor 318, Actor 111, Actor 61",India,"April 18, 2010",1963,TV-PG,60 min,"Sports Movies, Action & Adventure","In a world on the brink of collapse, one person holds the key to salvation."
s02568,Movie,Untitled Film 5055,Director 54,"Actor 109, Shun Oguri, Actor 355, Actor 287, Actor 186, Actor 385, Actor 3",United States,"June 22, 2009",2012,TV-MA,72 min,"International Movies, Comedies, Music & Musicals","When the rules no longer apply, how far will you go to protect what you love?"
s02569,Movie,Untitled Film 843,Director 47,"Actor 284, Actor 350, Actor 178",Italy,"May 03, 2017",1952,PG-13,81 min,"Sports Movies, Romantic Movies",A detective must race against time to solve a series of mysterious disappearances.
s02570,Movie,The In Between,Director 18,"Actor 330, Actor 420, Actor 154, Actor 293, Takuya Kimura",United States,"July 08, 2012",1953,R,165 min,"Stand-Up Comedy, Sports Movies, Dramas","Secrets buried for decades resurface, threatening to destroy everything."
s02571,Movie,Untitled Film 2227,Director 45,,"Italy, China","October 14, 2020",1976,PG-13,144 min,Sci-Fi & Fantasy,"Secrets buried for decades resurface, threatening to destroy everything."
s02572,Movie,Untitled Film 623,Director 121,"Actor 383, Actor 387, Actor 487",United Kingdom,"April 04, 2013",2015,PG-13,112 min,"International Movies, Cult Movies",A detective must race against time to solve a series of mysterious disappearances.
s02573,Movie,Untitled Film 4120,Director 21,"Actor 125, Park Shin-hye, Actor 11, Actor 124, Actor 312",China,"December 16, 2008",1983,TV-MA,145 min,"Anime Features, Classic Movies",A single decision ripples through generations in this powerful generational saga.
s02574,Movie,Untitled Film 6441,,"Actor 189, Actor 62, Actor 135, Actor 30, Actor 355",Brazil,"April 19, 2012",2011,TV-MA,111 min,"Anime Features, Music & Musicals, Stand-Up Comedy","When the rules no longer apply, how far will you go to protect what you love?"
s02575,Movie,Untitled Film 1645,Youssef Chahine,"Actor 335, Actor 98, Actor 258, Park Shin-hye, Actor 305",India,"September 28, 2009",1974,PG,75 min,Comedies,"When the rules no longer apply, how far will you go to protect what you love?"
s02576,Movie,Untitled Film 1952,Director 141,"Actor 116, Actor 174, Actor 234","Turkey, Germany","July 18, 2019",1995,R,158 min,"Action & Adventure, International Movies","In a world on the brink of collapse, one person holds the key to salvation."
s02577,Movie,Untitled Film 5521,Director 188,"Actor 58, Actor 256, Actor 253",United States,"October 31, 2020",1999,R,143 min,Documentaries,"In a world on the brink of collapse, one person holds the key to salvation."
s02578,Movie,Untitled Film 3613,Director 123,"Actor 486, Actor 419, Actor 90",China,"November 24, 2010",1965,R,75 min,Stand-Up Comedy,"When the rules no longer apply, how far will you go to protect what you love?"
s02579,Movie,Untitled Film 1254,Director 78,"Actor 112, Actor 104, Actor 375, Actor 400, Actor 283, Actor 68, Actor 39",United States,"September 09, 2015",1967,NR,124 min,Comedies,A detective must race against time to solve a series of mysterious disappearances.
s02580,TV Show,Untitled Series 818,Director 133,"Actor 453, Actor 229, Actor 169, Actor 204, Actor 174, Actor 375, Actor 495",United States,"July 22, 2016",1993,TV-PG,1 Season,TV Mysteries,"Love, loss, and laughter collide in this heartwarming family drama."
s02581,Movie,Untitled Film 2270,Director 137,"Actor 182, Yoon Kye-sang, Actor 328",United States,"November 30, 2018",1983,TV-G,160 min,"Cult Movies, International Movies","In a world on the brink of collapse, one person holds the key to salvation."
s02582,TV Show,Untitled Series 1077,Director 98,"Actor 4, Actor 491, Actor 480",India,"June 02, 2011",1992,TV-PG,1 Season,TV Mysteries,An unlikely friendship forms between two strangers in extraordinary circumstances.
s02583,Movie,Untitled Film 3017,Director 164,"Actor 360, Actor 325, Actor 322, Actor 71, Actor 297, Actor 343, Actor 354",Thailand,"November 03, 2020",2015,TV-PG,80 min,Music & Musicals,"Secrets buried for decades resurface, threatening to destroy everything."
s02584,Movie,Untitled Film 5099,Director 171,"Actor 153, Actor 39, Actor 143, Actor 1, Actor 136",United States,"May 16, 2020",1989,R,141 min,"Sci-Fi & Fantasy, Horror Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s02585,Movie,Untitled Film 6312,Director 188,"Actor 91, Actor 228, Actor 87, Actor 275, Actor 349",United States,"September 25, 2008",1989,TV-MA,87 min,"Independent Movies, Documentaries, Cult Movies","Love, loss, and laughter collide in this heartwarming family drama."
s02586,Movie,Untitled Film 1755,Hayao Miyazaki,"Actor 287, Actor 292, Actor 167","United States, India","May 04, 2008",1964,G,75 min,Thrillers,A single decision ripples through generations in this powerful generational saga.
s02587,TV Show,Untitled Series 1928,Director 95,"Actor 2, Actor 107, Actor 415, Actor 32, Actor 291, Actor 455, Actor 387",United States,"July 14, 2015",1967,TV-Y,2 Seasons,"TV Thrillers, Classic & Cult TV","When the rules no longer apply, how far will you go to protect what you love?"
s02588,Movie,Untitled Film 5664,Director 62,,France,"November 09, 2014",1959,PG-13,107 min,"Music & Musicals, Stand-Up Comedy","In a world on the brink of collapse, one person holds the key to salvation."
s02589,TV Show,Untitled Series 1527,David Fincher,"Actor 86, Actor 267, Actor 489, Actor 299, Actor 26",Canada,"August 31, 2020",2002,TV-PG,2 Seasons,"Korean TV Shows, Docuseries",A detective must race against time to solve a series of mysterious disappearances.
s02590,Movie,Untitled Film 743,Director 152,"Actor 206, Actor 219, Actor 119",China,"March 08, 2008",1986,R,76 min,Anime Features,An unlikely friendship forms between two strangers in extraordinary circumstances.
s02591,Movie,Untitled Film 1866,Director 132,"Actor 460, Actor 292, Actor 401, Actor 476, Actor 18, Actor 477, Actor 95",Egypt,"September 03, 2017",2001,R,114 min,LGBTQ Movies,"In a world on the brink of collapse, one person holds the key to salvation."
s02592,Movie,Untitled Film 520,Director 23,"Actor 307, Actor 355, Actor 388, Meryl Streep, Actor 164",India,"November 17, 2010",1980,R,88 min,"Documentaries, Romantic Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s02593,Movie,Untitled Film 5894,Director 190,"Actor 48, Actor 265, Actor 450",India,"May 28, 2014",1998,PG-13,137 min,"Sports Movies, Cult Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s02594,Movie,Untitled Film 5453,Director 134,"Actor 28, Actor 39, Actor 137",Canada,"July 06, 2009",2013,PG-13,65 min,"Children & Family Movies, LGBTQ Movies","In a world on the brink of collapse, one person holds the key to salvation."
s02595,Movie,Untitled Film 1356,Bong Joon-ho,"Actor 384, Actor 447, Actor 97",United States,"August 05, 2012",2001,PG-13,130 min,LGBTQ Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.
s02596,Movie,Untitled Film 519,Director 91,"Actor 405, Actor 426, Actor 276",India,"December 09, 2012",1987,R,194 min,Documentaries,A single decision ripples through generations in this powerful generational saga.
s02597,Movie,Untitled Film 5629,Director 99,"Actor 269, Actor 101, Actor 196",South Korea,"August 30, 2019",1963,TV-MA,122 min,"Children & Family Movies, Cult Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s02598,TV Show,Untitled Series 1764,Director 137,"Actor 294, Actor 360, Actor 323",United States,"May 14, 2009",2010,TV-PG,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A single decision ripples through generations in this powerful generational saga.
s02599,Movie,Untitled Film 814,Director 19,"Actor 343, Actor 369, Actor 436, Actor 108, Actor 242",India,"March 07, 2021",1972,R,127 min,Cult Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s02600,TV Show,Untitled Series 635,Director 12,"Actor 391, Actor 293, Actor 137, Actor 254, Actor 199, Actor 426, Actor 136",India,"December 05, 2019",1995,TV-Y7,1 Season,"Reality TV, Spanish-Language TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.
s02601,Movie,Untitled Film 1005,,"Actor 326, Actor 138, Actor 41",United States,"October 20, 2020",2001,PG-13,73 min,"Action & Adventure, Children & Family Movies, LGBTQ Movies",A single decision ripples through generations in this powerful generational saga.
s02602,Movie,Untitled Film 349,Director 14,"Actor 328, Actor 377, Actor 177, Actor 161, Actor 38, Actor 361, Shah Rukh Khan",United States,"October 01, 2008",1957,PG,165 min,"Cult Movies, Dramas",Ancient myths intertwine with modern life in this visually stunning epic.
s02603,TV Show,Untitled Series 1560,Director 144,"Actor 200, Actor 384, Actor 234",Spain,"February 18, 2020",2016,TV-MA,6 Seasons,"Anime Series, TV Comedies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s02604,TV Show,Untitled Series 81,Steven Spielberg,"Actor 399, Actor 125, Actor 228","France, Philippines","June 01, 2016",2012,TV-Y7,4 Seasons,"Crime TV Shows, Korean TV Shows, Spanish-Language TV Shows",A single decision ripples through generations in this powerful generational saga.
s02605,Movie,Untitled Film 984,Director 83,"Actor 60, Actor 255, Actor 194",Mexico,"February 22, 2017",1953,PG,156 min,Horror Movies,A detective must race against time to solve a series of mysterious disappearances.
s02606,Movie,Untitled Film 4021,Director 15,"Actor 455, Actor 237, Actor 318",United States,"January 05, 2009",2008,TV-G,71 min,"Faith & Spirituality, Romantic Movies, Independent Movies",A single decision ripples through generations in this powerful generational saga.
s02607,Movie,Untitled Film 1310,Director 108,"Actor 196, Actor 492, Actor 36, Actor 98, Actor 84",United States,"October 15, 2016",2010,TV-MA,198 min,Romantic Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s02608,TV Show,Untitled Series 1403,Director 15,"Actor 454, Actor 483, Actor 321",United States,"December 27, 2012",1996,TV-G,1 Season,TV Mysteries,"When the rules no longer apply, how far will you go to protect what you love?"
